Human,Mouse
3980,16882
3981,319583
3982,233187
3983,226251
3984,16885
3985,16886
3987,110829
3988,16889
3990,15450
3991,16890
3992,76267
3993,217325
3995,60527
3996,16897
3998,70361
4000,16905
4001,16906
4004,109594
4005,16909
4007,54630
4008,380928
4009,110648
4010,16917
4012,240028
4013,67776
4014,16939
4015,16948
4016,16949
4017,94352
4023,16956
4025,76113
4026,210126
4034,231798
4035,16971
4036,14725
4037,435965
4038,228357
4040,16974
4041,16973
4043,16976
4045,268890
4046,16985
4047,16987
4048,16993
4049,16992
4050,16994
4051,170716
4052,268977
4053,16997
4054,16998
4055,17000
4056,17001
4057,17002
4058,17005
4059,57278
4060,17022
4061,17069
4062,23934
4063,17085
4064,17079
4065,17076
4066,17095
4067,17096
4068,20400
4070,56753
4071,17112
4072,17075
4074,17113
4076,53872
4077,17966
4081,17116
4082,17118
4084,17119
4085,56150
4086,17125
4087,17126
4088,17127
4089,17128
4090,17129
4091,17130
4092,17131
4093,55994
4094,17132
4097,17134
4099,17136
4109,236852
4113,434903
4116,17149
4117,17152
4118,17153
4121,17155
4122,140481
4123,73744
4124,17158
4125,17159
4126,110173
4128,17161
4129,109731
4130,17754
4131,17755
4134,17758
4135,17760
4137,17762
4139,226778
4140,17169
4141,216443
4142,17171
4143,11720
4144,232087
4145,17179
4146,17180
4147,17181
4148,17182
4149,17187
4150,17188
4151,17189
4152,17190
4153,17195
4154,56758
4155,17196
4157,17199
4158,17200
4159,17201
4160,17202
4161,17203
4162,84004
4163,328949
4166,56773
4168,109904
4170,17210
4171,17216
4172,17215
4173,17217
4174,17218
4175,17219
4176,17220
4179,17221
4184,17235
4185,11488
4188,17240
4189,27362
4190,17449
4191,17448
4192,17242
4193,17246
4194,17248
4199,17436
4200,107029
4201,17256
4204,17257
4205,17258
4208,17260
4209,17261
4210,54483
4211,17268
4212,17536
4214,26401
4215,26406
4216,26407
4217,26408
4218,17274
4221,17283
4222,17285
4223,17286
4224,17287
4225,17288
4232,17294
4233,17295
4234,17299
4237,17150
4238,216760
4239,76293
4240,17304
4242,17305
4245,17308
4247,217664
4248,17309
4249,107895
4253,217615
4254,17311
4255,17314
4256,17313
4257,56615
4258,211666
4259,66447
4261,12265
4277,243864
4281,17318
4282,17319
4283,17329
4284,17339
4285,70478
4286,17342
4287,110616
4288,17345
4289,27418
4291,17349
4292,17350
4293,338372
4294,269881
4296,26403
4297,214162
4298,64144
4299,17355
4300,70122
4301,17356
4302,246198
4303,54601
4306,110784
4308,17364
4311,17380
4312,83995
4313,17390
4314,17392
4316,17393
4317,17394
4318,17395
4319,17384
4320,17385
4321,17381
4322,17386
4323,17387
4324,17388
4325,17389
4326,23948
4327,58223
4329,104776
4330,433938
4331,17420
4335,17428
4336,17433
4338,17434
4340,17441
4342,17451
4343,17454
4345,17470
4350,268395
4351,110119
4352,17480
4353,17523
4354,17524
4355,50997
4356,13384
4357,246221
4358,17527
4359,17528
4360,17533
4361,17535
4363,17250
4430,17912
4435,12705
4436,17685
4437,17686
4438,55993
4439,17687
4440,17690
4477,17695
4478,17698
4481,20288
4482,110265
4485,15235
4486,19882
4487,17701
4488,17702
4493,17748
4496,17750
4504,17751
4507,66902
4508,17705
4512,17708
4513,17709
4514,17710
4519,17711
4520,17764
4521,17766
4522,108156
4524,17769
4528,76784
4534,17772
4535,17716
4536,17717
4537,17718
4538,17719
4539,17720
4540,17721
4541,17722
4542,17916
4543,17773
4544,244701
4547,17777
4548,238505
4552,210009
4580,17827
4582,17829
4584,666339
4585,140474
4588,353328
4591,68729
4593,18198
4594,17850
4595,70603
4597,192156
4598,17855
4601,17859
4602,17863
4603,17864
4604,109272
4605,17865
4606,233199
4607,17868
4608,53311
4609,17869
4610,16918
4613,18109
4615,17874
4616,17873
4617,17877
4618,17878
4619,17879
4620,17882
4621,17883
4622,17884
4624,17888
4625,140781
4626,17885
4627,17886
4628,77579
4629,17880
4632,17901
4633,17906
4634,17897
4635,17896
4637,17904
4638,107589
4640,432516
4641,17913
4642,338367
4643,71602
4644,17918
4645,17919
4646,17920
4647,17921
4648,17922
4649,270163
4650,17925
4651,17909
4653,17926
4654,17927
4656,17928
4659,17931
4660,329251
4661,17932
4664,17936
4665,17937
4668,17939
4669,27419
4670,76936
4673,53605
4674,17954
4675,54561
4676,17955
4677,70223
4678,50927
4682,26425
4683,27354
4684,17967
4685,17968
4686,433702
4688,17970
4689,17972
4690,17973
4691,17975
4692,17984
4693,17986
4694,54405
4695,17991
4696,66091
4697,17992
4698,68202
4700,67130
4701,66416
4702,68375
4704,66108
4705,67273
4706,70316
4708,68198
4709,66495
4711,66046
4712,230075
4713,66916
4714,67264
4715,66218
4716,68342
4717,66377
4718,68197
4719,227197
4720,226646
4722,68349
4723,17995
4724,17993
4725,595136
4728,225887
4729,72900
4731,78330
4733,13494
4734,17999
4735,18000
4736,19896
4738,18002
4739,18003
4741,18040
4744,380684
4745,338352
4747,18039
4750,18004
4751,18005
4752,23954
4753,54003
4756,18007
4758,18010
4759,23956
4760,18012
4761,18013
4762,18014
4763,18015
4771,18016
4772,18018
4773,18019
4774,18027
4775,18021
4776,73181
4778,18022
4779,18023
4780,18024
4781,18028
4782,18029
4783,18030
4784,18032
4790,18033
4791,18034
4792,18035
4793,18036
4794,18037
4795,18038
4796,72749
4798,235134
4799,74164
4800,18044
4801,18045
4802,18046
4803,18049
4804,18053
4807,18071
4808,18072
4809,20826
4810,195727
4811,18073
4814,18081
4815,29862
4817,27045
4818,72310
4820,18087
4821,18088
4824,18095
4825,18096
4826,18111
4828,68039
4829,18101
4830,18102
4831,18103
4832,79059
4833,56520
4835,18105
4836,18107
4837,18113
4838,18119
4839,110109
4841,53610
4842,18125
4843,18126
4846,18127
4848,72068
4849,232791
4850,53621
4851,18128
4852,109648
4853,18129
4854,18131
4855,18132
4856,18133
4857,664883
4858,384569
4861,18142
4862,18143
4863,244879
4864,18145
4867,53885
4868,54631
4869,18148
4878,230899
4880,18159
4881,18160
4882,230103
4883,18162
4884,18164
4885,53324
4886,18166
4887,18167
4889,18168
4891,18174
4892,18175
4893,18176
4897,319504
4898,230598
4899,18181
4900,64011
4901,18185
4902,18188
4904,22608
4905,18195
4907,23959
4908,18205
4909,78405
4913,18207
4914,18211
4915,18212
4916,18213
4917,18209
4919,26563
4920,26564
4921,18214
4922,67405
4923,18216
4924,18220
4925,53322
4926,101706
4927,19069
4929,18227
4931,67459
4935,18241
4939,246728
4940,246727
4942,18242
4943,209815
4946,18245
4947,18247
4948,18431
4952,320634
4953,18263
4956,18285
4957,18286
4958,27047
4967,18293
4968,18294
4969,18295
4973,108078
4974,18377
4975,18378
4976,74143
4978,330908
4982,18383
4983,94190
4985,18386
4986,18387
4987,18389
4988,18390
4990,20476
4991,258153
4993,18312
4994,258703
4995,258702
4998,18392
4999,18393
5000,26428
5001,26429
5002,18400
5007,76303
5008,18413
5009,18416
5010,18417
5013,18423
5015,18424
5016,12659
5017,18426
5018,69089
5019,67041
5020,18429
5021,18430
5023,18436
5024,228139
5025,18438
5026,94045
5027,18439
5028,18441
5029,18442
5030,57385
5031,233571
5033,18451
5034,18453
5036,18813
5037,23980
5045,18550
5046,18553
5048,18472
5049,18475
5050,18476
5051,100163
5052,18477
5053,18478
5054,18787
5055,18788
5058,18479
5062,224105
5063,18481
5064,18483
5066,18484
5067,18488
5068,18489
5069,18491
5071,50873
5073,74108
5074,114774
5075,18503
5076,18504
5077,18505
5078,18506
5079,18507
5080,18508
5081,18509
5082,67466
5083,18511
5087,18514
5089,18515
5090,18516
5091,18563
5092,13180
5093,23983
5094,18521
5095,110821
5096,66904
5097,75599
5098,93706
5099,54216
5100,18530
5101,211712
5104,268591
5105,18534
5106,74551
5108,18536
5110,18537
5111,18538
5116,18541
5118,18542
5119,234852
5121,18546
5122,18548
5125,18552
5126,18549
5127,18555
5128,237459
5129,18557
5130,13026
5132,20028
5133,18566
5134,18567
5136,18573
5137,18575
5138,207728
5139,54611
5140,18576
5141,18577
5142,18578
5143,110385
5145,225600
5146,110855
5147,18582
5148,18588
5149,78600
5150,18583
5151,18584
5153,18574
5154,18590
5155,18591
5156,18595
5157,68797
5158,18587
5159,18596
5160,18597
5161,18598
5162,68263
5163,228026
5164,18604
5165,236900
5166,27273
5167,18605
5168,18606
5169,209558
5170,18607
5172,23985
5173,18610
5174,59020
5175,18613
5176,20317
5178,18616
5179,18619
5184,18624
5187,18626
5188,229487
5189,71382
5190,224824
5191,18634
5192,668173
5193,103737
5194,72129
5195,56273
5196,56744
5198,237823
5199,18636
5201,67199
5202,18637
5203,109054
5204,56612
5205,54670
5207,18639
5208,18640
5209,170768
5210,270198
5211,18641
5212,74199
5213,18642
5214,56421
5216,18643
5218,18647
5223,18648
5224,56012
5225,109820
5226,110208
5228,18654
5229,225467
5230,18655
5232,18663
5236,72157
5238,109785
5239,226041
5241,18667
5243,18671
5244,18670
5245,18673
5250,18674
5251,18675
5252,21652
5253,18676
5255,18679
5256,110094
5257,102093
5260,18682
5261,68961
5264,16922
5268,20724
5269,20719
5270,20720
5271,20725
5272,20723
5273,241197
5274,20713
5275,241196
5276,67931
5277,18700
5279,67292
5281,18701
5283,110417
5284,18703
5286,18704
5287,240752
5288,18705
5289,225326
5290,18706
5291,74769
5292,18712
5293,18707
5294,30955
5295,18708
5296,18709
5297,224020
5298,107650
5300,23988
5304,18716
5305,18718
5306,18738
5307,18740
5308,18741
5309,18742
5310,18763
5311,18764
5313,18770
5314,241035
5315,18746
5316,18771
5317,18772
5318,67451
5319,18778
5321,18783
5322,18784
5324,56711
5325,22634
5326,54711
5327,18791
5328,18792
5329,18793
5330,18796
5331,18797
5332,18798
5333,18799
5334,227120
5335,18803
5336,234779
5337,18805
5338,18806
5339,18810
5340,18815
5341,56193
5345,18816
5346,103968
5347,18817
5348,56188
5350,18821
5351,18822
5352,26432
5354,18823
5355,18824
5356,53317
5357,102502
5358,102866
5359,22038
5360,18830
5361,18844
5362,18845
5364,235611
5365,140571
5367,110312
5368,18155
5371,18854
5372,29858
5373,54128
5375,18857
5376,18858
5378,227099
5393,50911
5394,50912
5395,18861
5396,18933
5406,69060
5407,18946
5408,18947
5409,18948
5411,18949
5412,24109
5413,18951
5414,18952
5420,27205
5422,18968
5423,18970
5424,18971
5425,18972
5426,18973
5427,18974
5428,18975
5429,80905
5430,20020
5431,231329
5432,20021
5433,69241
5434,66420
5435,69833
5436,67710
5437,245841
5438,69920
5439,20022
5440,17749
5441,66491
5442,216151
5443,18976
5444,18979
5445,330260
5446,269823
5447,18984
5449,18736
5450,18985
5451,18986
5452,18987
5453,18991
5454,18992
5455,18993
5456,18994
5457,18996
5458,18997
5459,18998
5460,18999
5463,19009
5464,67895
5465,19013
5467,19015
5468,19016
5469,19014
5470,19023
5471,231327
5473,57349
5475,237178
5476,19025
5478,268373
5479,19035
5480,19038
5481,67738
5493,19041
5494,19042
5495,19043
5496,14208
5498,19044
5499,19045
5500,19046
5501,19047
5502,58200
5504,66849
5506,140491
5507,53412
5509,228966
5510,66385
5511,100336
5514,52040
5515,19052
5516,19053
5518,51792
5519,73699
5520,71978
5521,72930
5522,269643
5523,235542
5524,110854
5525,226849
5526,225849
5528,21770
5529,26932
5530,19055
5531,56420
5532,19056
5533,19057
5534,19058
5535,19059
5536,19060
5537,67857
5538,19063
5539,19064
5540,19065
5546,94315
5547,72461
5549,116847
5550,19072
5551,18646
5552,19073
5553,19074
5557,19075
5562,105787
5563,108079
5564,19079
5565,108097
5566,18747
5567,18749
5569,18767
5570,18768
5571,19082
5573,19084
5575,19085
5576,19087
5577,19088
5578,18750
5579,18751
5580,18753
5581,18754
5582,18752
5583,18755
5584,18759
5585,320795
5586,109333
5587,18760
5588,18761
5589,19089
5590,18762
5591,19090
5592,19091
5593,19092
5594,26413
5595,26417
5596,225724
5597,50772
5598,23939
5599,26419
5600,19094
5601,26420
5602,26414
5603,26415
5604,26395
5605,26396
5606,26397
5607,23938
5608,26399
5609,26400
5610,19106
5611,100037258
5612,72981
5613,19108
5617,19109
5618,19116
5620,19119
5621,19122
5623,19197
5624,19123
5625,19125
5626,19127
5627,19128
5629,19130
5630,19132
5631,19139
5634,110639
5635,67763
5636,212627
5638,546336
5639,65116
5641,19141
5644,67373
5649,19699
5650,23993
5651,19146
5652,76560
5653,19144
5654,56213
5655,69540
5657,19152
5660,19156
5662,73728
5663,19164
5664,19165
5681,244631
5682,26440
5683,19166
5684,19167
5685,26441
5686,26442
5687,26443
5688,26444
5689,19170
5690,26445
5691,26446
5692,19172
5693,19173
5694,19175
5695,19177
5696,16913
5697,217212
5698,16912
5699,19171
5700,19179
5701,19181
5702,19182
5704,23996
5705,19184
5706,67089
5707,70247
5708,21762
5709,22123
5710,19185
5711,66998
5713,17463
5714,57296
5715,67151
5716,53380
5717,69077
5718,66997
5719,23997
5720,19186
5721,19188
5723,100678
5724,19204
5725,19205
5726,387513
5727,19206
5728,19211
5729,19214
5730,19215
5731,19216
5732,19217
5733,19218
5734,19219
5737,19220
5738,19221
5739,19222
5740,19223
5741,19226
5742,19224
5743,19225
5744,19227
5745,19228
5746,213527
5747,14083
5753,20459
5754,71461
5756,19230
5763,69202
5764,19242
5768,104009
5770,19246
5771,19255
5774,545622
5775,19258
5777,15170
5778,320139
5780,56294
5781,19247
5782,19248
5783,19249
5784,19250
5786,19262
5787,19263
5788,19264
5790,19265
5791,19267
5792,19268
5793,19270
5794,545902
5795,19271
5796,19272
5797,19274
5798,19275
5799,19276
5800,19277
5801,19279
5802,19280
5803,19283
5805,19286
5806,19288
5810,19355
5813,19290
5814,19291
5816,19293
5818,58235
5819,19294
5822,110816
5824,19298
5825,19299
5826,19300
5827,19301
5828,19302
5829,19303
5830,19305
5831,209027
5832,56454
5833,68671
5834,110078
5836,110095
5837,19309
5859,97541
5860,110391
5861,19324
5862,59021
5863,19732
5864,19339
5865,69908
5866,74760
5867,19341
5868,271457
5869,19344
5870,19346
5871,26412
5872,68328
5873,11891
5874,80718
5875,56187
5876,19352
5877,98710
5878,19345
5879,19353
5880,19354
5881,170758
5883,19367
5884,19356
5885,19357
5886,19358
5887,19359
5888,19361
5889,114714
5890,19363
5891,26448
5892,19364
5893,19365
5894,110157
5896,19373
5897,19374
5898,56044
5899,64143
5900,19730
5901,19384
5902,19385
5903,19386
5905,19387
5906,109905
5908,215449
5909,110351
5910,229877
5911,76108
5912,74012
5913,19400
5914,19401
5915,218772
5916,19411
5917,104458
5918,109222
5919,71660
5921,218397
5922,114713
5923,19417
5924,19418
5925,19645
5926,238247
5927,214899
5928,19646
5929,213464
5930,19647
5931,245688
5932,225182
5933,19650
5934,19651
5935,19652
5936,19653
5937,56878
5939,56516
5947,19659
5948,19660
5949,19661
5950,19662
5954,19672
5955,26611
5956,14539
5957,19674
5959,19682
5961,19133
5962,19684
5965,19691
5966,19696
5967,19692
5968,19693
5970,19697
5971,19698
5972,19701
5973,19703
5976,19704
5977,19708
5978,19712
5979,19713
5980,19714
5981,19687
5982,19718
5983,69263
5984,106344
5985,72151
5986,19719
5987,19720
5989,19724
5990,19725
5991,19726
5992,71137
5993,53970
5994,170767
5995,57811
5996,50778
5997,19735
5998,50780
5999,19736
6000,24012
6001,67865
6002,71729
6003,246709
6004,19734
6005,19743
6009,19744
6010,212541
6011,24013
6013,19773
6014,19762
6015,19763
6016,19769
6017,19771
6018,109263
6035,19752
6036,93726
6037,503847
6038,58809
6039,78416
6041,24014
6045,19821
6046,14312
6047,19822
6048,54197
6049,74132
6050,107702
6051,215615
6059,24015
6091,19876
6092,268902
6093,19877
6094,19881
6095,19883
6096,225998
6097,19885
6098,19886
6100,55934
6101,19888
6102,19889
6103,19893
6117,68275
6118,19891
6119,68240
6120,66646
6121,19892
6122,27367
6123,66211
6124,67891
6125,668936
6129,19989
6130,27176
6132,26961
6133,20005
6134,434434
6135,67025
6136,269261
6138,66480
6139,319195
6141,19899
6142,76808
6143,19921
6144,19933
6146,19934
6147,268449
6150,19935
6152,68193
6154,19941
6155,19942
6156,19946
6157,26451
6158,19943
6160,114641
6161,19951
6164,623174
6166,381346
6168,19981
6169,67671
6170,67248
6175,11837
6176,56040
6181,67186
6182,56282
6183,24030
6184,103963
6185,20014
6187,16898
6188,27050
6189,20091
6191,20102
6193,20103
6195,20111
6196,20112
6197,110651
6198,72508
6199,58988
6201,20115
6203,76846
6205,27207
6206,20042
6207,68052
6208,20044
6209,20054
6210,267019
6217,20055
6222,20084
6223,20085
6227,66481
6228,66475
6229,20088
6230,75617
6231,27370
6233,667035
6235,20090
6236,56437
6237,20130
6239,68750
6240,20133
6241,20135
6242,20166
6247,20147
6248,69994
6249,56430
6251,20163
6252,104001
6253,20167
6256,20181
6257,20182
6258,20183
6259,20187
6261,20190
6262,20191
6263,20192
6271,20193
6272,20661
6274,20197
6275,20198
6276,20199
6277,20200
6279,20201
6280,20202
6281,20194
6282,20195
6284,20196
6285,20203
6293,224705
6294,224903
6295,20215
6296,20216
6297,50524
6299,58198
6300,29857
6301,20226
6302,67125
6303,20229
6304,20230
6305,77980
6307,66234
6309,235293
6310,20238
6311,20239
6314,246103
6317,394252
6318,20248
6319,20249
6320,20256
6323,20265
6324,20266
6326,110876
6327,72821
6328,20269
6329,110880
6330,399548
6331,20271
6332,20272
6334,20273
6335,20274
6336,20264
6337,20276
6338,20277
6340,20278
6341,52892
6342,20280
6343,20287
6344,319229
6345,106393
6346,20290
6347,20293
6351,20303
6352,20304
6354,20306
6356,20292
6357,20296
6361,20295
6364,20297
6367,20299
6369,56221
6370,20300
6372,20311
6375,16963
6376,20312
6382,20969
6383,15529
6385,20971
6386,53378
6388,20316
6389,66945
6390,67680
6391,66052
6392,66925
6396,110379
6397,74136
6398,209588
6399,66226
6400,20338
6401,20339
6402,20343
6403,20344
6404,20345
6405,20350
6414,20363
6415,20364
6416,26398
6418,56086
6421,71514
6422,20377
6423,20319
6424,20379
6425,54612
6426,110809
6427,20382
6428,20383
6429,57317
6430,20384
6431,67996
6432,225027
6433,231769
6434,20462
6439,20388
6440,20389
6441,20390
6442,20391
6443,24051
6444,24052
6445,24053
6446,20393
6448,27029
6449,52551
6450,50795
6451,56726
6452,24055
6453,16443
6455,20405
6456,20404
6457,20408
6461,230126
6462,20415
6464,20416
6468,30838
6469,20423
6470,20425
6472,108037
6474,20429
6476,69983
6477,20437
6478,20439
6480,20440
6482,20442
6483,20444
6484,20443
6487,20441
6489,20449
6490,20431
6491,20460
6492,20464
6493,20465
6494,20469
6495,20471
6496,20473
6497,20481
6498,20482
6499,108077
6500,21402
6502,27401
6503,20491
6504,27218
6505,20510
6506,20511
6507,20512
6508,20536
6509,55963
6510,20514
6511,20513
6512,242607
6513,20525
6514,20526
6515,20527
6517,20528
6518,56485
6519,20532
6520,17254
6521,20533
6522,20535
6523,20537
6524,246787
6525,29856
6526,53881
6527,64452
6528,114479
6529,232333
6530,20538
6531,13162
6532,15567
6533,21366
6534,240332
6535,102857
6536,14664
6538,243616
6539,14411
6540,14412
6541,11987
6542,11988
6543,110891
6545,224022
6546,20541
6547,110893
6548,20544
6549,226999
6550,105243
6553,277973
6554,20493
6555,20494
6556,18173
6557,20495
6558,20496
6559,20497
6560,20498
6561,55961
6563,108052
6564,56643
6565,57738
6566,20501
6567,20502
6568,20504
6569,20505
6570,110877
6571,214084
6572,20508
6573,20509
6574,20515
6575,20516
6576,13358
6578,24059
6579,108096
6580,20517
6581,20519
6582,20518
6583,30805
6584,20520
6585,20562
6586,20564
6590,20568
6591,20583
6594,93761
6595,67155
6596,20585
6597,20586
6598,20587
6599,20588
6601,68094
6602,83797
6603,83796
6604,66993
6605,57376
6608,319757
6609,20597
6610,20598
6612,20610
6613,170930
6614,20612
6615,20613
6616,20614
6617,75627
